pmid	doi://10.1101/2020.06.24.162156										
tree	https://raw.githubusercontent.com/globalmicrobialidentifier-WG3/datasets/master/datasets/trees/sars-cov-2-coronahit-routine.dnd										
Outbreak	Coronahit routine										
source	Nabil-Fareed Alikhan										
Organism	SARS-CoV-2										
dataType	resequencing consistency check										
											
SRArun_acc	biosample_acc	dataSetName	genBankAssembly	nucleotide	outbreak	sha256sumAssembly	sha256sumRead1	sha256sumRead2	sha256sumnucleotide	strain	suggestedReference
ERR4970083	ERS5446078	Coronahit routine	-	LR963206	NORW-EC732	-	6c2322be7f87b89234a7c7a0748319b6de79e4768fb45b8e9ed6d9c58340dbc2	0239065b180bece4347b52282d51ff951edaf41a1d4ec503e1e222fee6059d4d	aa6a1ad080aa33b89d42afe11d89a4e2d457a29c4bb3281f9891759e56056f1b	NORW-EC732_CoronaHiT-Illumina	FALSE
ERR4969001	ERS5446078	Coronahit routine	-	LR963206	NORW-EC732	-	6ff700050f1daafa4a86dd982d1e8c8f05630ab0e93866458c4888f7e4dc00e0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	aa6a1ad080aa33b89d42afe11d89a4e2d457a29c4bb3281f9891759e56056f1b	NORW-EC732_CoronaHiT-ONT	FALSE
ERR4969101	ERS5446124	Coronahit routine	-	LR963227	NORW-EC741	-	2c6bccb5de0b4e993a69001309bf0e365a0c031cf1b1519f51c46f581a1bd134	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2b76abbaf87470da6a2f2abfbc5abe696129b16628a2955412141e8192959b47	NORW-EC741_ARTIC_LoCost	FALSE
ERR4970128	ERS5446124	Coronahit routine	-	LR963227	NORW-EC741	-	ac45c89848a70ba6107221fb6eb36f74b09acd81500b295f551f4f53682adfd2	bdfda6c71747ecbcc0cce589ab8f5b49f3889ee4126b95615558f8d2a82948e1	2b76abbaf87470da6a2f2abfbc5abe696129b16628a2955412141e8192959b47	NORW-EC741_CoronaHiT-Illumina	FALSE
ERR4969033	ERS5446124	Coronahit routine	-	LR963227	NORW-EC741	-	054b7868810c923c50f1b8212d4515664cdc949b9dbc7bb6719c1640047de265	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2b76abbaf87470da6a2f2abfbc5abe696129b16628a2955412141e8192959b47	NORW-EC741_CoronaHiT-ONT	FALSE
ERR4969090	ERS5446059	Coronahit routine	-	LR963217	NORW-EC750	-	d4509c8aa80703f94388faa0bb10ddd98c88c160cd41314e6254d857f9d085b0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	ad73530d051de42d721ceb1a89b3a1fb4c03b090f2255c4b7cfe69f79b7059b2	NORW-EC750_ARTIC_LoCost	FALSE
ERR4970072	ERS5446059	Coronahit routine	-	LR963217	NORW-EC750	-	1b8c9690a49b7882b94f0da8c297d794cb7d221b21ce95c1d0001ef552f337ab	eecc74dc570e99af6debbe66bfab80a05c943051a07a704035e7326ea22828c7	ad73530d051de42d721ceb1a89b3a1fb4c03b090f2255c4b7cfe69f79b7059b2	NORW-EC750_CoronaHiT-Illumina	FALSE
ERR4968999	ERS5446059	Coronahit routine	-	LR963217	NORW-EC750	-	8cb8f4b45be942de15d8eb41a0362ff0bddfd45cb6b4f488dd4bcc4cfee259b5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	ad73530d051de42d721ceb1a89b3a1fb4c03b090f2255c4b7cfe69f79b7059b2	NORW-EC750_CoronaHiT-ONT	FALSE
ERR4969115	ERS5446080	Coronahit routine	-	LR963174	NORW-EC76F	-	f3eff64af15364bac637be733697804307eca67ba84a99f9b279f82336134d52	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	4bb7fa91a0a99b710f8072e21e71eb529f55cad22f3ef318f9f11f03874c16d1	NORW-EC76F_ARTIC_LoCost	FALSE
ERR4970091	ERS5446080	Coronahit routine	-	LR963174	NORW-EC76F	-	5213173c4e1001e7e492e87b1847ed7a933062f1168a6fd0ebbe93490c68afe9	d59b635f60d652e90fecb561ebd80e231e74e75938339a9321fd41e58b06a5ac	4bb7fa91a0a99b710f8072e21e71eb529f55cad22f3ef318f9f11f03874c16d1	NORW-EC76F_CoronaHiT-Illumina	FALSE
ERR4968975	ERS5446080	Coronahit routine	-	LR963174	NORW-EC76F	-	a4d0e8cbab3b711123eff9f487a8a2b5092a8f52ee37dc8be41a3a6508f20923	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	4bb7fa91a0a99b710f8072e21e71eb529f55cad22f3ef318f9f11f03874c16d1	NORW-EC76F_CoronaHiT-ONT	FALSE
ERR4969070	ERS5446061	Coronahit routine	-	LR963191	NORW-EC77E	-	851c96a2ee478970d36f8132c4e218825ce5175b26e41aa929872ba430176bdd	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	9d576d479f44a1e39340d21744b7e047cbdee6c4c59c1f0bc10a6751aaa96297	NORW-EC77E_ARTIC_LoCost	FALSE
ERR4970076	ERS5446061	Coronahit routine	-	LR963191	NORW-EC77E	-	574e64d4f9ba5f56320ae6a9870e9acd52c102e9307278dd8e48944625f4f53b	32e7a0188995cd33f84dec35480c15f5c7a39e4be022e6d61e758bf5fcd90075	9d576d479f44a1e39340d21744b7e047cbdee6c4c59c1f0bc10a6751aaa96297	NORW-EC77E_CoronaHiT-Illumina	FALSE
ERR4968985	ERS5446061	Coronahit routine	-	LR963191	NORW-EC77E	-	c78aae902f24da34b749b882cb25d0a0d5255407adb048af4045867ad25f3d5c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	9d576d479f44a1e39340d21744b7e047cbdee6c4c59c1f0bc10a6751aaa96297	NORW-EC77E_CoronaHiT-ONT	FALSE
ERR4969110	ERS5446113	Coronahit routine	-	LR963175	NORW-EC78D	-	0802e0e691726b9ef48831856a39559ea264c3a6afb94503344bd729a3d7a325	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	ea9dd35a8967851a77146b7a81d5f16d438e99da62e58221d1beeef3db54b3e5	NORW-EC78D_ARTIC_LoCost	FALSE
ERR4970106	ERS5446113	Coronahit routine	-	LR963175	NORW-EC78D	-	6ef0e0082c282fda253c5efd1c17559f50a2f112e25831940ebca4da5bfface1	6829e7e675ebe500498ceb5bb620c7e2d5289d103510548c950b642708813469	ea9dd35a8967851a77146b7a81d5f16d438e99da62e58221d1beeef3db54b3e5	NORW-EC78D_CoronaHiT-Illumina	FALSE
ERR4968972	ERS5446113	Coronahit routine	-	LR963175	NORW-EC78D	-	183cf47d39f3971b9fd9283452e13a0f1a489565d6da44a98452b2c72adba143	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	ea9dd35a8967851a77146b7a81d5f16d438e99da62e58221d1beeef3db54b3e5	NORW-EC78D_CoronaHiT-ONT	FALSE
ERR4969100	ERS5446079	Coronahit routine	-	LR963159	NORW-EC7D8	-	4101baf0eef11c164d262e4e9705b21b2e9a232846a4028d0b10b817829643c6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	b21b045e3ebc9f3afc22326b2969c4e530787c9e89378be385618b99f428776e	NORW-EC7D8_ARTIC_LoCost	FALSE
ERR4969169	ERS5446079	Coronahit routine	-	LR963159	NORW-EC7D8	-	bb7ec0ab3864f3c2f104dac1fc2f3f45cafd7f40f73b07108d8752a949295a5a	0126b1fea7d3fb7c6c11128856d9b977dfc304427be0cd8dfeabec2822f4253c	b21b045e3ebc9f3afc22326b2969c4e530787c9e89378be385618b99f428776e	NORW-EC7D8_CoronaHiT-Illumina	FALSE
ERR4969019	ERS5446079	Coronahit routine	-	LR963159	NORW-EC7D8	-	a8b8b64361590b8b0cee9e555f3a2c128bcc1490aa72090e43a852a5f01023d3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	b21b045e3ebc9f3afc22326b2969c4e530787c9e89378be385618b99f428776e	NORW-EC7D8_CoronaHiT-ONT	FALSE
ERR4969085	ERS5446085	Coronahit routine	-	LR963225	NORW-EC7E7	-	054e94257352d8f6913899220d6cca849e643d3e8b6cf496e451a5a3adad8287	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	8277b60f6d0c9bd7c99c761f308fe9a57a46aa5186f9b907a8a33e8ca1247141	NORW-EC7E7_ARTIC_LoCost	FALSE
ERR4970077	ERS5446085	Coronahit routine	-	LR963225	NORW-EC7E7	-	68791ebd7a1c747f065139d9d48f9c67260debc2a5690ccddea8b5f24ed1e356	8cd1c2161f735795ef811463fa571980ad471d5fae9658140d6984109b51e950	8277b60f6d0c9bd7c99c761f308fe9a57a46aa5186f9b907a8a33e8ca1247141	NORW-EC7E7_CoronaHiT-Illumina	FALSE
ERR4969022	ERS5446085	Coronahit routine	-	LR963225	NORW-EC7E7	-	fd0fc0d1e234bf41b0e05b3279b1dfadd17e4fad442c27db82122adf368d34f2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	8277b60f6d0c9bd7c99c761f308fe9a57a46aa5186f9b907a8a33e8ca1247141	NORW-EC7E7_CoronaHiT-ONT	FALSE
ERR4969109	ERS5446093	Coronahit routine	-	LR963182	NORW-EC7F6	-	c49078420526cb6a33a13a63b97d8334eac1b1f0e3dac45ce6a44406c6b31915	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	ec348d6bee5aec395df13b036928ae646bf5d6607a7bf6b388e7481bca901ac2	NORW-EC7F6_ARTIC_LoCost	FALSE
ERR4970092	ERS5446093	Coronahit routine	-	LR963182	NORW-EC7F6	-	4c71a253ecf0ab4a2c3fba50d2568416a6bf77eac3c7eb1ce7b74cd103c6efc9	1e85d4253f3c21a797e44385802862ce9ed9e059de07c69870d1ce8b94d10c6a	ec348d6bee5aec395df13b036928ae646bf5d6607a7bf6b388e7481bca901ac2	NORW-EC7F6_CoronaHiT-Illumina	FALSE
ERR4968958	ERS5446093	Coronahit routine	-	LR963182	NORW-EC7F6	-	f6728eba39a1fef7150e1de8c745b8a377c043ce68fc2374df5e20dfb9dc4e03	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	ec348d6bee5aec395df13b036928ae646bf5d6607a7bf6b388e7481bca901ac2	NORW-EC7F6_CoronaHiT-ONT	FALSE
ERR4969066	ERS5446109	Coronahit routine	-	LR963215	NORW-EC802	-	94cf1ce25b38e620f2b05df8b82748967011d1a4ee9ba09180518971b674c23a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	9ed430a0c97e34fe19effd8224844800510e04d54f16acf45e742f054804a5f9	NORW-EC802_ARTIC_LoCost	FALSE
ERR4970107	ERS5446109	Coronahit routine	-	LR963215	NORW-EC802	-	fa3d618c0e85e4558d06605f45ee7c3e8215d7edd80b874f01a66469be4a1b01	dc9b7d9d198855cd15fd4d0ef44112b6fc3a06061ec6d5e8b7167de61a02a24e	9ed430a0c97e34fe19effd8224844800510e04d54f16acf45e742f054804a5f9	NORW-EC802_CoronaHiT-Illumina	FALSE
ERR4969000	ERS5446109	Coronahit routine	-	LR963215	NORW-EC802	-	37ed68ddd74bdb8f69ffe145d23958d2219190375057aa59f5ac9c2f5c077474	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	9ed430a0c97e34fe19effd8224844800510e04d54f16acf45e742f054804a5f9	NORW-EC802_CoronaHiT-ONT	FALSE
ERR4969065	ERS5446105	Coronahit routine	-	LR963169	NORW-EC85D	-	1e72837b24ae41c62f5a0be795ba0c179a8568d289b62671a6a34f28e4a71f21	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	34f87372574bbc06621813f481dfe29f6e7731558edaa2c9388b0f4d211bde79	NORW-EC85D_ARTIC_LoCost	FALSE
ERR4970097	ERS5446105	Coronahit routine	-	LR963169	NORW-EC85D	-	89b010cb9fc0d13382daf9e23d74ab25466d0b7b42da6c0954da6eb786c30417	981948d66fed83cff3c6e26f3e0e8cf42ee4b089d8aecd742661631ad0eb42d3	34f87372574bbc06621813f481dfe29f6e7731558edaa2c9388b0f4d211bde79	NORW-EC85D_CoronaHiT-Illumina	FALSE
ERR4968962	ERS5446105	Coronahit routine	-	LR963169	NORW-EC85D	-	a3b159959a46a83f77f6a6a954b66c00b92057f7c9826affd926e0d07f05dd85	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	34f87372574bbc06621813f481dfe29f6e7731558edaa2c9388b0f4d211bde79	NORW-EC85D_CoronaHiT-ONT	FALSE
ERR4969086	ERS5446067	Coronahit routine	-	LR963189	NORW-EC87B	-	c80e9420ac2fd0fb7a896bd0bbe2fd7adbd09b04163122ceafde60136b45d8ed	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	5893eca222fe18f3b300bcff7b8bcc2f2b671021f9bb07b8b3a65c27f1222a4e	NORW-EC87B_ARTIC_LoCost	FALSE
ERR4970064	ERS5446067	Coronahit routine	-	LR963189	NORW-EC87B	-	d1e0e07ac0a0f192b4613709f102c3f4e85ad45b119de4736ed12e6ec3e883d4	12fce1f055ed2bc8e2a3ae386f9b919c07be56ee2a980513842387b661339fb1	5893eca222fe18f3b300bcff7b8bcc2f2b671021f9bb07b8b3a65c27f1222a4e	NORW-EC87B_CoronaHiT-Illumina	FALSE
ERR4968980	ERS5446067	Coronahit routine	-	LR963189	NORW-EC87B	-	fa0e7736e4aad9abf42024bac332e514159d381fc63fc256e06e2d65bdbe2722	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	5893eca222fe18f3b300bcff7b8bcc2f2b671021f9bb07b8b3a65c27f1222a4e	NORW-EC87B_CoronaHiT-ONT	FALSE
ERR4969087	ERS5446053	Coronahit routine	-	LR963186	NORW-EC899	-	c1334cc63f97e50e15633df4df13926bb3888227f4c7716536c7f436a5cdfbc3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	13bf03f113fa7c583d42e783af81a559b0414247cb217790757c46d84cab4184	NORW-EC899_ARTIC_LoCost	FALSE
ERR4970075	ERS5446053	Coronahit routine	-	LR963186	NORW-EC899	-	dee6f003389599fc65d78550a4e6fae8f73a13ee07dee259aae7fe95ae7b34e5	77a7dc19c5f42663b87ec952ff74efcc753b98d948f2d4577647079518c26028	13bf03f113fa7c583d42e783af81a559b0414247cb217790757c46d84cab4184	NORW-EC899_CoronaHiT-Illumina	FALSE
ERR4968978	ERS5446053	Coronahit routine	-	LR963186	NORW-EC899	-	3ae7293752e13116b3a2d1a4bb8b01d5af9a9548647175bb8a7ab254f884d3be	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	13bf03f113fa7c583d42e783af81a559b0414247cb217790757c46d84cab4184	NORW-EC899_CoronaHiT-ONT	FALSE
ERR4969104	ERS5446057	Coronahit routine	-	LR963216	NORW-EC8B7	-	b86b0eddb3204c693836ba618555eccbe2ad8d4c695b9a324763f22c9e23b6eb	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	1e24b4fdf2e225fdd55960c6e0ac50490dda3fb46a20dc8ea42dec98a18e12a9	NORW-EC8B7_ARTIC_LoCost	FALSE
ERR4970074	ERS5446057	Coronahit routine	-	LR963216	NORW-EC8B7	-	9cef74898a9a15e643704715b77ce90da5a83011275dd66ca87d0d3afe78427e	537ad425c0d86ddb93979601c1e219ebb0dc6f0b4efef6cf1bffabf4af6747b7	1e24b4fdf2e225fdd55960c6e0ac50490dda3fb46a20dc8ea42dec98a18e12a9	NORW-EC8B7_CoronaHiT-Illumina	FALSE
ERR4969017	ERS5446057	Coronahit routine	-	LR963216	NORW-EC8B7	-	7da8b403edaf480ffcb6c975341d27fa5d513acf9850bb110b28d8983357bdfb	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	1e24b4fdf2e225fdd55960c6e0ac50490dda3fb46a20dc8ea42dec98a18e12a9	NORW-EC8B7_CoronaHiT-ONT	FALSE
ERR4969111	ERS5446063	Coronahit routine	-	LR963214	NORW-EC8E4	-	89c9aa490698b49b405fca8ee2f4ee48ca98cf6f1adfcf50354d0634dc76ece9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a3354c5299fc844419f59da8ecf5f00983ef5e95868459dbacc138be2736309b	NORW-EC8E4_ARTIC_LoCost	FALSE
ERR4970063	ERS5446063	Coronahit routine	-	LR963214	NORW-EC8E4	-	b3558d025ff5e278ab61a2f4f4b4296020777b20462dc7278d535ffe22bb1f8b	c990839fed249d1b725c9cdaa3b3c6481a6099efe9a9bbe4af09ba28250f5d10	a3354c5299fc844419f59da8ecf5f00983ef5e95868459dbacc138be2736309b	NORW-EC8E4_CoronaHiT-Illumina	FALSE
ERR4969002	ERS5446063	Coronahit routine	-	LR963214	NORW-EC8E4	-	d7a62cf8e1f7cc1e360d4db7f1a7898e1331ac2a666d56b4c7d97fcfa4cc6a15	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a3354c5299fc844419f59da8ecf5f00983ef5e95868459dbacc138be2736309b	NORW-EC8E4_CoronaHiT-ONT	FALSE
